-0.134065 0.147737 0.84721 -0.736301 -0.240599 0.660188 -0.460375 -0.575245 -0.391069 0.625803 0.847492 -0.67015 -0.347272 -0.88764 
-0.955758 0.762676 0.414052 0.0496006 0.221111 1.02229 -0.477954 -0.348103 -0.849853 0.366394 1.2517 0.273027 -0.523826 -0.00849761 
1.07453 0.408283 -0.0233762 0.429252 -0.238187 -1.02992 0.43788 -0.0157871 -0.754485 1.11124 1.3527 1.04769 1.24183 0.136023 
0.37689 0.795865 0.525232 0.87166 1.01504 -1.11874 0.769293 0.774812 -1.06977 0.790036 -0.956944 0.778676 -0.106323 0.633845 
-0.510159 -0.237876 -0.204531 0.967812 0.796717 -0.647301 0.208947 0.704153 0.0565945 -0.708651 -0.514148 0.799928 0.822891 -0.00481207 
0.0257085 0.393063 2.82854 -0.37836 -1.92175 -0.0733919 0.591826 1.17537 0.604914 0.0112409 0.273396 -1.13404 -1.45587 0.704702 
0.132459 -0.301644 2.88684 -0.255618 -1.68092 -1.86274 -1.36942 1.93854 -1.43849 0.923825 0.0933519 -1.38268 0.036924 -0.531384 
-0.164085 -0.388419 -0.602373 0.878976 -0.157414 0.315017 1.2685 -0.866086 0.308085 1.36438 -1.30173 -0.32389 1.41408 -0.0520441 
-0.529578 1.92719 0.202047 1.42329 1.56688 -2.6498 0.250969 -1.91398 -0.0415188 0.0683921 -1.11239 3.7845 0.327811 1.22176 
1.10954 0.832167 0.623048 0.593678 -0.0574097 -1.18658 -1.5301 -1.26494 1.06244 -0.193686 -2.23107 0.00532659 -0.211794 1.28462 
0.994744 0.614143 0.891628 -0.541379 0.460369 -0.430661 -0.739919 -0.18554 -0.33244 0.370298 1.02163 0.187244 0.772373 0.688245 
-0.0570121 -0.52152 -0.878223 0.425571 0.997336 1.62337 1.03998 -0.655215 1.36494 0.330456 -0.566206 0.507999 -0.12372 0.584903 
0.512334 -1.57345 -0.887699 0.445525 -0.111902 -1.01404 0.0541286 0.565019 1.06703 1.10845 1.10763 -1.18172 0.0427002 -1.3123 
#########
-0.605191 -1.39286 -1.51556 0.0907833 0.515267 3.83731 5.0739 -2.39151 -4.84741 -2.79842 -0.149058 -2.75808 2.24606 -0.328 -0.328 }
